,Unnamed: 0,generated_caption,verbs_small_model,verbs_medium_model,verbs_large_model,is_same
996,996,a man in a green uniform writing on a whiteboard,['write'],['write'],['write'],True
997,997,a key,[],[],[],True
998,998,"the uss enterprise from star trek, a star trek enterprise in the original star trek",[],[],[],True
999,999,a beautiful woman with long curly hair,[],[],[],True
1000,1000,a woman with afro hair,[],[],[],True
1001,1001,a frog,[],[],[],True
1002,1002,a red and white lighthouse on a foggy island,[],[],[],True
1003,1003,a boy and a man standing on a cardboard box,['stand'],['stand'],['stand'],True
1004,1004,a man sitting in a chair with a phone,['sit'],['sit'],['sit'],True
1005,1005,a white bird flying in the sky,['fly'],['fly'],['fly'],True
1006,1006,ships in the fog,[],[],[],True
1007,1007,a woman in a bathing suit playing a slot machine,['play'],['play'],['play'],True
1008,1008,a man sitting in front of a herd of pigs,['sit'],['sit'],['sit'],True
1009,1009,a couple eating dinner in a restaurant,['eat'],['eat'],['eat'],True
1010,1010,a woman wearing a face mask and holding a cake,"['wear', 'hold']","['wear', 'hold']","['wear', 'hold']",True
1011,1011,a woman and a fox in a field of flowers,[],[],[],True
1012,1012,a truck with a red cover,[],[],[],True
1013,1013,a woman sitting at a table in a restaurant,['sit'],['sit'],['sit'],True
1014,1014,a hand holding a red lolly,['hold'],['hold'],['hold'],True
1015,1015,a red fox running in the snow,['run'],['run'],['run'],True
1016,1016,a woman walking across a rope in a field,['walk'],['walk'],['walk'],True
1017,1017,"a pink shirt, denim shorts and cowboy boots",[],[],[],True
1018,1018,ginger gingers,[],[],[],True
1019,1019,clothes hanging on a clothesline,['hang'],['hang'],['hang'],True
1020,1020,a toothbrush and toothpass,[],[],[],True
1021,1021,a gymnastics facility,[],[],[],True
1022,1022,a man with an afro hairs,[],[],[],True
1023,1023,a crowd of people,[],[],[],True
1024,1024,a black man with a suit and tie,['tie'],['tie'],['tie'],True
1025,1025,a man and his dog in the snow,[],[],[],True
1026,1026,pills,[],[],[],True
1027,1027,a glass of water with ice and a lime,[],[],[],True
1028,1028,a group of dancers in a large room,[],[],[],True
1029,1029,a snowy owl,[],[],[],True
1030,1030,a group of sea lions,[],[],[],True
1031,1031,a cute bunny surrounded by carrots,['surround'],['surround'],['surround'],True
1032,1032,a ghost in a kitchen,[],[],[],True
1033,1033,a wedding cake,[],[],[],True
1034,1034,a volcano exploding in the sky,['explode'],['explode'],['explode'],True
1035,1035,a basketball player,[],[],[],True
1036,1036,a dancer performing in front of a crowd,['perform'],['perform'],['perform'],True
1037,1037,many colorful pills,[],[],[],True
1038,1038,person and person in the desert,[],[],[],True
1039,1039,a set of silverware,[],[],[],True
1040,1040,a crane,[],[],[],True
1041,1041,a person holding a bag of snacks,['hold'],['hold'],['hold'],True
1042,1042,a white tiger cub,[],[],[],True
1043,1043,binoculars on a wooden background,['binocular'],[],[],False
1044,1044,a couple reading in a library,[],['read'],['read'],False
1045,1045,a group of people standing in front of a tent,['stand'],['stand'],['stand'],True
1046,1046,a tiger and her cub,[],[],[],True
1047,1047,a woman holding a lo candy lo candy lo candy lo candy lo candy lo lo,['hold'],['hold'],['hold'],True
1048,1048,a white cat in a field,[],[],[],True
1049,1049,a sand castle on a beach,[],[],[],True
1050,1050,a restaurant scene,[],[],[],True
1051,1051,a machine used for the production of the paper,['use'],['use'],['use'],True
1052,1052,a glass of lemon mint iced water,['ice'],[],[],False
1053,1053,a man sitting on a pile of logs,['sit'],['sit'],['sit'],True
1054,1054,a man wearing a blue jumpsuit suit and holding a drone with a smartphone,"['wear', 'hold']","['wear', 'hold']","['wear', 'hold']",True
1055,1055,binoculars on a rock in the mountains,['binocular'],[],[],False
1056,1056,a man holding a pint in a pub,['hold'],['hold'],['hold'],True
1057,1057,a man using a laptop,['use'],['use'],['use'],True
1058,1058,a woman getting a massage,['get'],['get'],['get'],True
1059,1059,kitchen appliances,[],[],[],True
1060,1060,a group of men playing a game of darts in a pub,['play'],['play'],['play'],True
1061,1061,a man with a mustache,[],[],[],True
1062,1062,a set of silverware,[],[],[],True
1063,1063,two old radios,[],[],[],True
1064,1064,a planet with a ring of fire in the sky,[],[],[],True
1065,1065,a girl sitting on a toilet reading a book,"['sit', 'read']","['sit', 'read']","['sit', 'read']",True
1066,1066,a campfire in the woods,[],[],[],True
1067,1067,strawberries and strawberries on a green hillside,[],[],[],True
1068,1068,a person holding a glass of iced drink,['hold'],['hold'],['hold'],True
1069,1069,a toothpasre with blue paint,[],[],[],True
1070,1070,a haunted house in the fog,['haunt'],['haunt'],[],False
1071,1071,a little girl in a pumpkin carriage,[],[],[],True
1072,1072,a mouse and a pear,[],[],[],True
1073,1073,a woman and a horse,[],[],[],True
1074,1074,a robotic hand,[],[],[],True
1075,1075,a shirt hanging on a clothes hanger,['hang'],['hang'],['hang'],True
1076,1076,a man reading a book,['read'],['read'],['read'],True
1077,1077,a typewriter,[],[],[],True
1078,1078,a horse and carriage outside a barn,['carriage'],[],[],False
1079,1079,a woman wearing a white sports bra top and black shorts,['wear'],['wear'],['wear'],True
1080,1080,a pig riding a bike,['ride'],['ride'],['ride'],True
1081,1081,logs,[],[],[],True
1082,1082,a group of women in red and white dresses,[],[],[],True
1083,1083,a woman with a pink afro,[],[],[],True
1084,1084,a cafe menu,[],[],[],True
1085,1085,a couple riding in a horse drawn carriage,"['ride', 'draw']","['ride', 'draw']","['ride', 'draw']",True
1086,1086,clothes hanging on a clothes line,['hang'],['hang'],['hang'],True
1087,1087,a woman on a tight line in a city,[],[],[],True
1088,1088,a blue and white building in lisbon,[],[],[],True
1089,1089,a girl riding a horse,['ride'],['ride'],['ride'],True
1090,1090,a couple kissing in a pumpkin field,['kiss'],['kiss'],['kiss'],True
1091,1091,a grandfather and his grandson,[],[],[],True
1092,1092,a sand castle on the beach,[],[],[],True
1093,1093,a horse,[],[],[],True
1094,1094,a woman drinking a glass of water in a pool,['drink'],['drink'],['drink'],True
1095,1095,a man reading a newspaper on a toilet,['read'],['read'],['read'],True
1096,1096,a truck,[],[],[],True
1097,1097,"a beautiful red riding hood by artist illustrator illustrator, sarah smith",[],['ride'],['ride'],False
1098,1098,a man playing a game of chess,['play'],['play'],['play'],True
1099,1099,a woman looking at a drawer,['look'],['look'],['look'],True
1100,1100,a man in a cave with a flashlight,[],[],[],True
1101,1101,a light bulb over a book,[],[],[],True
1102,1102,a fox and a fox cub walking down a street in a small town,['walk'],['walk'],['walk'],True
1103,1103,a bride and groom riding in a horse drawn carriage,['draw'],"['ride', 'draw']","['ride', 'draw']",False
1104,1104,a glass of orange juice,[],[],[],True
1105,1105,colorful stones,[],[],[],True
1106,1106,a horse drawn carriage,['draw'],['draw'],['draw'],True
1107,1107,a red squirrel feeding a squirrel,['feed'],['feed'],['feed'],True
1108,1108,a black bag filled with snacks,['fill'],['fill'],['fill'],True
1109,1109,an old television,[],[],[],True
1110,1110,a large collection of colorful marble tiles,[],[],[],True
1111,1111,a woman sitting on a toilet in a bathroom,['sit'],['sit'],['sit'],True
1112,1112,a black man in a tuxed suit,[],[],[],True
1113,1113,a snowboard,[],[],[],True
1114,1114,a man shoveling a shovel in front of a house,['shovel'],['shovel'],['shovel'],True
1115,1115,a woman in a spa,[],[],[],True
1116,1116,a house covered in moss,['cover'],['cover'],['cover'],True
1117,1117,ties,[],[],[],True
1118,1118,a lion in the wild,[],[],[],True
1119,1119,a book,[],[],[],True
1120,1120,a man pushing a wheelbarrow,['push'],['push'],['push'],True
1121,1121,a stone bridge in the woods,[],[],[],True
1122,1122,cheese and grapes on a cutting board,[],[],[],True
1123,1123,an older couple standing next to a large tree,['stand'],['stand'],['stand'],True
1124,1124,a female basketball player,[],[],[],True
1125,1125,a tube of toothpass,[],[],[],True
1126,1126,a kangaroo,[],[],[],True
1127,1127,sea shells,[],[],[],True
1128,1128,a panda in a cage,[],[],[],True
1129,1129,a lion cub in a cave,[],[],[],True
1130,1130,a man jumping over a rope,['jump'],['jump'],['jump'],True
1131,1131,a lion,[],[],[],True
1132,1132,a stack of stones on a pebble beach,[],[],[],True
1133,1133,a glass of ice,[],[],[],True
1134,1134,a variety of cute animal faces,['face'],['face'],[],False
1135,1135,kids playing in the sand,['play'],['play'],['play'],True
1136,1136,a man working on a beach,['work'],['work'],['work'],True
1137,1137,a woman with a bird on her shoulder,[],[],[],True
1138,1138,a young boy on a swing,[],[],[],True
1139,1139,a drink with a red and yellow striped straw,[],[],['stripe'],False
1140,1140,a woman doing aerial aerial aerial aerial aerial aerial aerial aerial aerial aerial aerial aerial aerial,['do'],['do'],['do'],True
1141,1141,a british airways plane in a hangar,[],[],[],True
1142,1142,the production line at the new york manufacturing facility,[],[],[],True
1143,1143,a family enjoying a meal together,['enjoy'],['enjoy'],['enjoy'],True
1144,1144,a lion and her cub,[],[],[],True
1145,1145,a man playing a flute,['play'],['play'],['play'],True
1146,1146,two ballerinas in a ballet pose,[],[],[],True
1147,1147,oranges and a hand holding a glass of orange juice,['hold'],['hold'],['hold'],True
1148,1148,a beautiful princess,[],[],[],True
1149,1149,a penguin and a penguin surfing on a surfboard,[],[],['surf'],False
1150,1150,a pine cone on a christmas tree,[],[],[],True
1151,1151,a man riding a horse,['ride'],['ride'],['ride'],True
1152,1152,a man sitting on a chair in a living room,['sit'],['sit'],['sit'],True
1153,1153,a red and white striped sculpture,[],['stripe'],['stripe'],False
1154,1154,a person wearing a red hoodie,['wear'],['wear'],['wear'],True
1155,1155,a pair of boots hanging on a rope,['hang'],['hang'],['hang'],True
1156,1156,a girl wearing a winter hat looking up at the stars,"['wear', 'look']","['wear', 'look']","['wear', 'look']",True
1157,1157,kitchen uts and pots,[],[],[],True
1158,1158,a tree house in the forest,[],[],[],True
1159,1159,a person mixing ingredients in a pot,['mix'],['mix'],['mix'],True
1160,1160,a person playing a video game,['play'],['play'],['play'],True
1161,1161,a man and woman at a table,[],[],[],True
1162,1162,a clock,[],[],[],True
1163,1163,a restaurant interior,[],[],[],True
1164,1164,a man holding a llama llama,['hold'],['hold'],['hold'],True
1165,1165,a construction worker working on a building,['work'],['work'],['work'],True
1166,1166,a man in a library,[],[],[],True
1167,1167,a red and blue flag in a field,[],[],[],True
1168,1168,a book,[],[],[],True
1169,1169,a group of people enjoying a meal in a restaurant,['enjoy'],['enjoy'],['enjoy'],True
1170,1170,pumpkins in a field,['pumpkin'],[],[],False
1171,1171,a woman wearing a pink knit hat,"['wear', 'knit']","['wear', 'knit']","['wear', 'knit']",True
1172,1172,a person in a hooded coat holding a magic wand,['hold'],['hold'],['hold'],True
1173,1173,a boy playing a video game,['play'],['play'],['play'],True
1174,1174,a dining room with a blue and white floor,[],[],[],True
1175,1175,colorful tiles,[],[],[],True
1176,1176,a wolf running with a carrot in its mouth,['run'],['run'],['run'],True
1177,1177,a man playing a video game with a controller,['play'],['play'],['play'],True
1178,1178,a group of pears,[],[],[],True
1179,1179,a woman holding a bottle of vitamin supplements,['hold'],['hold'],['hold'],True
1180,1180,a white cake with sprinngs,[],[],[],True
1181,1181,"a cute squirrel girl riding a squirrel squirrel, cute squirrel, cute animals, cute",['ride'],['ride'],['ride'],True
1182,1182,a table setting,['set'],['set'],['set'],True
1183,1183,a pine cone on a pine tree,[],[],[],True
1184,1184,gold cutlers,[],[],[],True
1185,1185,penguins and penguins in antarctica,[],[],[],True
1186,1186,a worker at a construction site,[],[],[],True
1187,1187,an astronaut on the surface of the planet mars,['mar'],[],[],False
1188,1188,"a man sitting on a wooden floor in a dark, industrial area with a flashlight",['sit'],['sit'],['sit'],True
1189,1189,two people on a beach with a surfboard,[],[],[],True
1190,1190,a kitchen with a stove and a sink,[],[],[],True
1191,1191,a television set on a shelf,['set'],['set'],['set'],True
1192,1192,a padlock on a brick wall,[],[],[],True
1193,1193,a man sweeping the sidewalk in front of a building,['sweep'],['sweep'],['sweep'],True
1194,1194,a woman riding a horse,['ride'],['ride'],['ride'],True
1195,1195,a dragon,[],[],[],True
1196,1196,a woman holding an axe,['hold'],['hold'],['hold'],True
1197,1197,two kangaroos,[],[],[],True
1198,1198,a hand holding a bottle of green juice,['hold'],['hold'],['hold'],True
1199,1199,a woman wearing a white jacket and orange scarf,['wear'],['wear'],['wear'],True
1200,1200,a ju ju ju ju ju ju ju ju ju ju ju ju ju ju ju,[],[],[],True
1201,1201,a woman in a kitchen,[],[],[],True
1202,1202,a squirrel eating on a branch,['eat'],['eat'],['eat'],True
1203,1203,a princess in a blue dress and crown,[],[],[],True
1204,1204,a saddle,[],[],[],True
1205,1205,a radio,[],[],[],True
1206,1206,a person walking in a large building,['walk'],['walk'],['walk'],True
1207,1207,a castle like building,['build'],['build'],[],False
1208,1208,a pair of black leather boots,[],[],[],True
1209,1209,a woman holding a green jewell,['hold'],['hold'],['hold'],True
1210,1210,a person holding a syil in the sky,['hold'],['hold'],['hold'],True
1211,1211,a bride sitting on a throne in the grand ballroom at the breakers wedding venue,['sit'],['sit'],['sit'],True
1212,1212,a woman eating noodles,['eat'],['eat'],['eat'],True
1213,1213,coins,[],[],[],True
1214,1214,a hedgehog,[],[],[],True
1215,1215,seaguls flying in the sunset,['fly'],['fly'],['fly'],True
1216,1216,a woman wearing a fur vest and holding shopping bags,"['wear', 'hold']","['wear', 'hold']","['wear', 'hold']",True
1217,1217,a group of ants on a leaf,[],[],[],True
1218,1218,a pair of silver high heel shoes,[],[],[],True
1219,1219,a red and black abstract mosaic pattern,[],[],[],True
1220,1220,a woman taking a shower,['take'],['take'],['take'],True
1221,1221,a group of women doing yoga,['do'],['do'],['do'],True
1222,1222,hedges,[],[],['hedge'],False
1223,1223,elvis presley by artist mark mc,['mc'],[],[],False
1224,1224,a person using a green liquid bottle to make a diy,"['use', 'make']","['use', 'make']","['use', 'make']",True
1225,1225,a jazz musician,[],[],[],True
1226,1226,a man walking on a hill,['walk'],['walk'],['walk'],True
1227,1227,a blender with a blender attachment,[],[],[],True
1228,1228,the interior of a mall,[],[],[],True
1229,1229,students in the atrium of the new school,[],[],[],True
1230,1230,a woman running on a treadmill,['run'],['run'],['run'],True
1231,1231,a stainless pot,[],[],[],True
1232,1232,a woman walking down a hallway,['walk'],['walk'],['walk'],True
1233,1233,a wooden box,[],[],[],True
1234,1234,a desk with a typewriter and flowers,[],[],[],True
1235,1235,a man holding a glowing green bracelet,"['hold', 'glow']","['hold', 'glow']","['hold', 'glow']",True
1236,1236,a woman wearing purple high heels,['wear'],['wear'],['wear'],True
1237,1237,the game's main locations,[],[],[],True
1238,1238,a variety of pastries of pastries on a cooling rack,['cool'],['cool'],['cool'],True
1239,1239,a group of people waiting in line,['wait'],['wait'],['wait'],True
1240,1240,a man in a yellow raincoat,[],[],[],True
1241,1241,a drummer playing drums,[],[],[],True
1242,1242,toasters and toasters,[],[],[],True
1243,1243,a toaster,[],[],[],True
1244,1244,a person cutting paper,['cut'],['cut'],['cut'],True
1245,1245,a woman playing a trumpet,['play'],['play'],['play'],True
1246,1246,people waiting at an airport,['wait'],['wait'],['wait'],True
1247,1247,a scuba instructor in a pool,[],[],[],True
1248,1248,a group of young women dancing in a field,['dance'],['dance'],['dance'],True
1249,1249,a seamless skeleton pattern,[],[],[],True
1250,1250,a luxurious living room,[],[],[],True
1251,1251,a queen sitting on a throne,['sit'],['sit'],['sit'],True
1252,1252,a princess reading a book,['read'],['read'],['read'],True
1253,1253,an ant ant ant ant ant ant ant ant ant ant ant ant ant ant ant,[],[],[],True
1254,1254,a man working at a desk,['work'],['work'],['work'],True
1255,1255,a harp player playing in a wedding ceremony,['play'],['play'],['play'],True
1256,1256,a market in india,[],[],[],True
1257,1257,two men working in a workshop,['work'],['work'],['work'],True
1258,1258,a clown fish in the great barrier reef,[],[],[],True
1259,1259,tools,[],[],[],True
1260,1260,a person writing on a piece of paper,['write'],['write'],['write'],True
1261,1261,a bakery shelf full of different types of baked food,[],[],[],True
1262,1262,a pair of white sneakers and a plant,[],[],[],True
1263,1263,a coffee maker on a kitchen counter,[],[],[],True
1264,1264,a young boy wearing a hat and scarf,['wear'],['wear'],['wear'],True
1265,1265,a woman walking in the rain with an umbrella,['walk'],['walk'],['walk'],True
1266,1266,a lighthouse surrounded by seaguls,['surround'],['surround'],['surround'],True
1267,1267,gums,[],[],[],True
1268,1268,a woman in a wetsuit on a boat,[],[],[],True
1269,1269,a woman reading a magazine on a patio,['read'],['read'],['read'],True
1270,1270,a person riding a horse with a sword in the background,['ride'],['ride'],['ride'],True
1271,1271,a man holding a large knife in front of a wall,['hold'],['hold'],['hold'],True
1272,1272,a man standing in a pile of garbage,['stand'],['stand'],['stand'],True
1273,1273,a man reading a book in a room,['read'],['read'],['read'],True
1274,1274,cables,[],[],[],True
1275,1275,a woman painting a white vase,['paint'],['paint'],['paint'],True
1276,1276,various types of donuts,[],[],[],True
1277,1277,"a street in the old town of li li, li li li, li li",[],[],[],True
1278,1278,many colorful gems,[],[],[],True
1279,1279,a woman carrying a basket of fruit,['carry'],['carry'],['carry'],True
1280,1280,a red ant ant ant ant ant ant ant ant ant ant ant ant ant ant,[],[],[],True
1281,1281,a woman wearing a pine pine crop top and a tropical print skirt,['wear'],['wear'],['wear'],True
1282,1282,a woman working in a attic,['work'],['work'],['work'],True
1283,1283,a young boy jumping on a tram tram tram tram tram tram tram tram tram tram,['jump'],['jump'],['jump'],True
1284,1284,a large office with many people working,['work'],['work'],['work'],True
1285,1285,a skeleton with wings,[],[],[],True
1286,1286,a bucket of sodas,[],[],[],True
1287,1287,a woman riding a horse,['ride'],['ride'],['ride'],True
1288,1288,a drummer playing the drums,['play'],['play'],['play'],True
1289,1289,a car being worked on,['work'],['work'],['work'],True
1290,1290,a man with a mustache,[],[],[],True
1291,1291,a pair of orange sneakers,[],[],[],True
1292,1292,a red ant ant ant ant ant ant ant ant ant ant ant ant ant ant,[],[],[],True
1293,1293,a woman driving a car in the street,['drive'],['drive'],['drive'],True
1294,1294,a man working on a computer,['work'],['work'],['work'],True
1295,1295,a couple eating doughs at a cafe,['eat'],['eat'],['eat'],True
1296,1296,scissors on a red fabric,[],[],[],True
1297,1297,a bowl of chicken noodle soup,[],[],[],True
1298,1298,a woman sitting on the steps of a house using her phone,"['sit', 'use']","['sit', 'use']","['sit', 'use']",True
1299,1299,pigeons on a window ledge,[],[],[],True
1300,1300,a man riding a bike,['ride'],['ride'],['ride'],True
1301,1301,a little girl playing with a hu hu hus,['play'],['play'],['play'],True
1302,1302,a man in a gas mask holding a burning flame,"['hold', 'burn']","['hold', 'burn']","['hold', 'burn']",True
1303,1303,a police officer on the street,[],[],[],True
1304,1304,a fountain in the courtyard of a spanish revival home,[],[],[],True
1305,1305,a woman working in a workshop,['work'],['work'],['work'],True
1306,1306,police officers on the street,[],[],[],True
1307,1307,a pair of glasses,[],[],[],True
1308,1308,a gymnast,[],[],[],True
1309,1309,a man in a suit and red mask playing a saxophone,['play'],['play'],['play'],True
1310,1310,a man drinking a cup of coffee,['drink'],['drink'],['drink'],True
1311,1311,a ball of colorful crystals,[],[],[],True
1312,1312,a man cutting a tree,['cut'],['cut'],['cut'],True
1313,1313,a woman running on a treadmill,['run'],['run'],['run'],True
1314,1314,a vintage radio,[],[],[],True
1315,1315,a man cutting a tree with a chainsaw,['cut'],['cut'],['cut'],True
1316,1316,a bakery display case filled with various types of pastries,['fill'],['fill'],['fill'],True
1317,1317,two women in a dressing room,[],[],['dress'],False
1318,1318,a blank card hanging on a tree,['hang'],['hang'],['hang'],True
1319,1319,a boat and a boat in the water,[],[],[],True
1320,1320,a young boy playing with a hu huor,['play'],['play'],['play'],True
1321,1321,seaguls flying in the sky,['fly'],['fly'],['fly'],True
1322,1322,a man in a bathroom wearing a hoodedie,['wear'],['wear'],['wear'],True
1323,1323,a woman painting,['paint'],['paint'],['paint'],True
1324,1324,a dining room with a large dining table and chairs,[],[],[],True
1325,1325,a blue bracelet,[],[],[],True
1326,1326,a woman holding a bowl of spaghetti,['hold'],['hold'],['hold'],True
1327,1327,a pile of coins,[],[],[],True
1328,1328,a person standing on a mountain top,['stand'],['stand'],['stand'],True
1329,1329,a man playing a trumpet,['play'],['play'],['play'],True
1330,1330,a welder working on a piece of metal,['work'],['work'],['work'],True
1331,1331,a man standing next to a trash can,['stand'],['stand'],['stand'],True
1332,1332,a power pole with wires,[],[],[],True
1333,1333,boxes on a staircase,[],[],[],True
1334,1334,a hand squeezing a yellow liquid into a blender,['squeeze'],['squeeze'],['squeeze'],True
1335,1335,a pair of scissors,[],[],[],True
1336,1336,a collection of vintage and vintage jewellery,[],[],[],True
1337,1337,a skull drinking a cup of coffee,['drink'],['drink'],['drink'],True
1338,1338,a little boy looking at a wardrobe,['look'],['look'],['look'],True
1339,1339,jewellery,[],[],[],True
1340,1340,a woman sitting on a window ledge,['sit'],['sit'],['sit'],True
1341,1341,a hat and sunglasses,[],[],[],True
1342,1342,a boxer in a boxing ring,[],[],[],True
1343,1343,a couple standing on the steps of the philadelphia museum of art,['stand'],['stand'],['stand'],True
1344,1344,a castle,[],[],[],True
1345,1345,a woman wearing a red dress and high heels,['wear'],['wear'],['wear'],True
1346,1346,a black railing,[],[],[],True
1347,1347,an old typewriter,[],[],[],True
1348,1348,a beekeeper in a field of flowers,[],[],[],True
1349,1349,a man in a suit and tie,['tie'],['tie'],['tie'],True
1350,1350,a crowd of people waiting for a bus,['wait'],['wait'],['wait'],True
1351,1351,a boy playing on a tram tram tram tram tram tram tram tram tram tram tram,['play'],['play'],['play'],True
1352,1352,a young man doing a trick on a skateboard,['do'],['do'],['do'],True
1353,1353,a man standing on a balcony looking out at the sunset,"['stand', 'look']","['stand', 'look']","['stand', 'look']",True
1354,1354,a man sitting on a bench in a courtyard,['sit'],['sit'],['sit'],True
1355,1355,a lizard tattoo on a wrist,[],[],[],True
1356,1356,a man walking down a long corridor,['walk'],['walk'],['walk'],True
1357,1357,a hedge,[],[],[],True
1358,1358,a black and white bathroom,[],[],[],True
1359,1359,a beekeeper in a bee farm,[],[],[],True
1360,1360,a beekeeper working on a hive,['work'],['work'],['work'],True
1361,1361,gingers and gingers,[],[],[],True
1362,1362,a man reading a newspaper at the airport,['read'],['read'],['read'],True
1363,1363,paint brushes and paintbrushs,['paintbrushs'],[],['paintbrushs'],False
1364,1364,a checkered black and white checkered background,['checker'],"['checker', 'checker']","['checker', 'checker']",False
1365,1365,a man in a spacesuit,[],[],[],True
1366,1366,a pair of scissors on a pink fabric,[],[],[],True
1367,1367,a copper torch,[],[],[],True
1368,1368,a person eating a donut,['eat'],['eat'],['eat'],True
1369,1369,a woman playing with a hu husaw on the beach,['play'],['play'],['play'],True
1370,1370,a bird on a pair of scissors,[],[],[],True
1371,1371,someone cutting fabric,['cut'],['cut'],['cut'],True
1372,1372,a watch on a piece of paper,[],[],[],True
1373,1373,a knight on a throne,[],[],[],True
1374,1374,a woman holding a chandel,['hold'],['hold'],['hold'],True
1375,1375,a christmas tree made of money,['make'],['make'],['make'],True
1376,1376,two women on treadmill treadmill treadmill treadmill treadmill treadmill tread,[],[],[],True
1377,1377,a dog in a room,[],[],[],True
1378,1378,a man standing in a room,['stand'],['stand'],['stand'],True
1379,1379,a woman selling vegetables at a market,['sell'],['sell'],['sell'],True
1380,1380,a plate of spaghetti with tomatoes and basil,[],[],[],True
1381,1381,a monkey playing drums,['play'],['play'],[],False
1382,1382,"colorful spices in marabaabaa, marabaa, colombia",[],[],[],True
1383,1383,a woman sitting on a throne in a room,['sit'],['sit'],['sit'],True
1384,1384,a couple eating breakfast together,['eat'],['eat'],['eat'],True
1385,1385,the crowd at the london airport,[],[],[],True
1386,1386,a mother playing with her baby,['play'],['play'],['play'],True
1387,1387,a colorful quilt,[],[],[],True
1388,1388,a bowl of noodles and vegetables,[],[],[],True
1389,1389,a group of people playing darts in a pub,['play'],['play'],['play'],True
1390,1390,a pair of scissors on a piece of fabric,[],[],[],True
1391,1391,a woman doing a tram tram tram tram tram tram tram tram tram tram tram tram,['do'],['do'],['do'],True
1392,1392,a man standing on a bridge in the mountains,['stand'],['stand'],['stand'],True
1393,1393,a pair of blue sneakers with pink bows,[],[],[],True
1394,1394,a woman laying on the beach,['lay'],['lay'],['lay'],True
1395,1395,a young boy playing a trumpet,['play'],['play'],['play'],True
1396,1396,newspapers,[],[],[],True
1397,1397,a young woman doing a trick on a skateboard,['do'],['do'],['do'],True
1398,1398,a jar of homemade tomato sauce with a wooden spoon,[],[],[],True
1399,1399,a golden harp and a musical instrument,[],[],[],True
1400,1400,a pair of glasses with a heart shaped frame,['shape'],['shape'],['shape'],True
1401,1401,gold coins,[],[],[],True
1402,1402,glasses,[],[],[],True
1403,1403,a market in india,[],[],[],True
1404,1404,people waiting outside a store,['wait'],['wait'],['wait'],True
1405,1405,a woman holding a blanket,['hold'],['hold'],['hold'],True
1406,1406,a bull in a rodeo,[],[],[],True
1407,1407,a llama llama llama llama llama llama llama ll,[],[],[],True
1408,1408,people playing darts in a pub,['play'],['play'],['play'],True
1409,1409,a bearded man drinking coffee,['drink'],['drink'],['drink'],True
1410,1410,a white cat,[],[],[],True
1411,1411,a pair of sunglasses,[],[],[],True
1412,1412,a young man doing a trick on a skateboard,['do'],['do'],['do'],True
1413,1413,a young man in a mirror brushing his hair,['brush'],['brush'],['brush'],True
1414,1414,a person walking down a long hallway,['walk'],['walk'],['walk'],True
1415,1415,a hedge,[],[],[],True
1416,1416,a man doing a handstant on a gymnastics mat,['do'],['do'],['do'],True
1417,1417,a group of people doing yoga on the beach,['do'],['do'],['do'],True
1418,1418,a black ant ant ant ant ant ant ant ant ant ant ant ant ant ant,[],[],[],True
1419,1419,a man on the beach,[],[],[],True
1420,1420,a group of people hiking in the snow,['hike'],['hike'],['hike'],True
1421,1421,a mother and child in a yellow raincoat,[],[],[],True
1422,1422,a pizza in a box,[],[],[],True
1423,1423,a tray of food,[],[],[],True
1424,1424,a christmas ornament,[],[],[],True
1425,1425,a man playing a trumpet in front of a cityscaing background,"['play', 'cityscae']","['play', 'cityscae']","['play', 'cityscae']",True
1426,1426,a collection of men's accessories,[],[],[],True
1427,1427,a beekeeper inspecting a hive,['inspect'],['inspect'],['inspect'],True
1428,1428,a person riding a bike on a bridge,['ride'],['ride'],['ride'],True
1429,1429,"a woman selling flowers at a market in the old town of khaza,",['sell'],['sell'],['sell'],True
1430,1430,a white tube of lip balknotn lip balknotn lip bal,['lip'],[],[],False
1431,1431,a woman reading a magazine,['read'],['read'],['read'],True
1432,1432,a woman taking a shower,['take'],['take'],['take'],True
1433,1433,a senior man eating pasta,['eat'],['eat'],['eat'],True
1434,1434,a wardrobe,[],[],[],True
1435,1435,a stove with a glass lid,[],[],[],True
1436,1436,a group of people in a courtyard,[],[],[],True
1437,1437,a person cutting a pair of scissors,['cut'],['cut'],['cut'],True
1438,1438,a man riding a bike in a park,['ride'],['ride'],['ride'],True
1439,1439,a woman raising her fist,['raise'],['raise'],['raise'],True
1440,1440,a table with a green and white pattern,[],[],[],True
1441,1441,a collection of items and accessories,[],[],[],True
1442,1442,a woman enjoying the view of the city of taipei at sunset,['enjoy'],['enjoy'],['enjoy'],True
1443,1443,a person riding a bike on a city street,['ride'],['ride'],['ride'],True
1444,1444,a tree removal in the woodlands,[],[],[],True
1445,1445,a village in the balkans region,[],[],[],True
1446,1446,a fish in a bowl of noodles,[],[],[],True
1447,1447,cyclists on a busy street,[],[],[],True
1448,1448,a market in india,[],[],[],True
1449,1449,the escalate escalate in the new building,[],[],[],True
1450,1450,a woman playing a harp,['play'],['play'],['play'],True
1451,1451,a blender and fruit,[],[],[],True
1452,1452,a bird on a person's hand,[],[],[],True
1453,1453,a pair of shoes,[],[],[],True
1454,1454,a hairdre and scissors,[],[],[],True
1455,1455,a person holding a pastry,['hold'],['hold'],['hold'],True
1456,1456,the brooklyn nets game at madison arena,[],['net'],[],False
